title,writer,publisher,school,id_number,call_num,description,pubDate,img,catgory
오리진 2,댄 브라운,문학수첩,대덕소프트웨어마이스터고등학교,IT00007185,843 브292ㅇ v.2,다빈치 코드 작가 댄 브라운의 신과 과학 그리고 미래에 대한 대담한 질문. 다빈치 코드를 비롯한 그의 전작들이 그러하듯 오리진 역시 우리가 ‘당연하게’ 믿어왔던 진실에 물음표를 던진다.,2017-11-23,https://image.aladin.co.kr/product/12257/21/coversum/8983926856_1.jpg,국내도서>소설/시/희곡>추리/미스터리소설>영미 추리/미스터리소설
앨리스 죽이기,고바야시 야스미,검은숲,대덕소프트웨어마이스터고등학교,IT00007212,833.6 고42ㅇ,"고바야시 야스미 소설. 루이스 캐럴의 환상소설 이상한 나라의 앨리스를 바탕으로 꿈과 현실 사이를 오가며 연쇄살인마를 추적하는 과정을 그린 작품으로, '고전과 미스터리의 성공적 결합'이라는 호평을 받았다.",2015-12-21,https://image.aladin.co.kr/product/7233/44/coversum/895277518x_1.jpg,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설
오만과 편견,제인 오스틴,민음사,대덕소프트웨어마이스터고등학교,IT00007260,808.9 세14 v.88 c.4,"제인 오스틴의 대표작 <오만과 편견>이 보다 정확하고 말끔한 번역으로 재출간됐다. 역자인 윤지관과 전승희는 10여 년에 걸친 기간 동안 철저한 원문대조를 통해, 본래의 의미와 문체를 생생하게 되살려내기 위해 노력했다고.",2003-09-20,https://image.aladin.co.kr/product/43/68/coversum/s937460882_1.jpg,국내도서>소설/시/희곡>영미소설
수레바퀴 아래서,헤르만 헤세,문학동네,대덕소프트웨어마이스터고등학교,IT00007263,853 헤54ㅅ,"《수레바퀴 아래서》 속 '나’와 삶을 성찰하게 하는 문장 40가지를 골라 엮었다. 본문 구성은 ‘쓰는 맛’까지 살려 필사의 몰입도를 높였으며, 문장의 흐름에 맞춰 구성된 목차는 독자들이 자연스럽게 사유의 깊이를 더해가도록 도와준다.",2025-08-15,https://image.aladin.co.kr/product/37227/18/coversum/k992031704_1.jpg,국내도서>건강/취미>글씨 쓰기
또다시 같은 꿈을 꾸었어,스미노 요루,소미미디어,대덕소프트웨어마이스터고등학교,IT00009459,833.6 스38ㄸ c.3,너의 췌장을 먹고 싶어의 작가 스미노 요루가 지친 사람들에게 전하는 다정하고 따스한 이야기. 자타공인 똑똑하고 당돌한 소녀 고야나기 나노카는 학교 안에는 이렇다 할 친구가 없지만 학교 밖에는 친구가 많다.,2017-10-25,https://image.aladin.co.kr/product/11979/89/coversum/k532531533_2.jpg,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설
또다시 같은 꿈을 꾸었어,스미노 요루,소미미디어,대덕소프트웨어마이스터고등학교,IT00009460,833.6 스38ㄸ c.4,너의 췌장을 먹고 싶어의 작가 스미노 요루가 지친 사람들에게 전하는 다정하고 따스한 이야기. 자타공인 똑똑하고 당돌한 소녀 고야나기 나노카는 학교 안에는 이렇다 할 친구가 없지만 학교 밖에는 친구가 많다.,2017-10-25,https://image.aladin.co.kr/product/11979/89/coversum/k532531533_2.jpg,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설
또다시 같은 꿈을 꾸었어,스미노 요루,소미미디어,대덕소프트웨어마이스터고등학교,IT00009468,833.6 스38ㄸ c.12,너의 췌장을 먹고 싶어의 작가 스미노 요루가 지친 사람들에게 전하는 다정하고 따스한 이야기. 자타공인 똑똑하고 당돌한 소녀 고야나기 나노카는 학교 안에는 이렇다 할 친구가 없지만 학교 밖에는 친구가 많다.,2017-10-25,https://image.aladin.co.kr/product/11979/89/coversum/k532531533_2.jpg,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설
위키드 6  오즈마 이야기,그레고리 머과이어,민음사,대덕소프트웨어마이스터고등학교,IT00007367,843 머15ㅇ v.6,"초록색 마녀 엘파바의 사랑과 우정, 엘파바의 저항정신을 실천하며 삶의 의미를 발견하고자 했던 리르의 용기, 그리고 겁쟁이 사자를 통해 오즈 역사의 배경과 위키드 이야기의 비밀들이 하나씩하나씩 풀려나가고 있다. 이제 ‘레인 이야기’를 통해 그 뒷이야기가 펼쳐진다.",2024-12-05,https://image.aladin.co.kr/product/35313/32/coversum/893742844x_1.jpg,국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설
타라 덩컨 2 2  비밀의 책,소피 오두인 마미코니안,소담출판사,대덕소프트웨어마이스터고등학교,IT00007393,863 마38ㅌ v.2-2,"유럽에서 선풍적인 인기를 얻었던 판타지 소설 <타라 덩컨>이 출간되었다. 하루가 스물여섯 시간이고 일년이 454일에 일곱 계절이 존재하는 마법행성 '아더월드'와, 사랑스러운 소녀 타라덩컨. 기상천외한 마법 소재들과 거기에 얽히는 모험들이 속도감 있게 전개된다. 톡톡 튀는 문장과 작품 도처에 깔린 교묘한 복선이 재미를 더해 준다.",2006-10-19,https://image.aladin.co.kr/product/266/83/coversum/8973819550_1.jpg,국내도서>소설/시/희곡>판타지/환상문학>외국판타지/환상소설
타라 덩컨 5 2,소피 오두인 마미코니안,소담출판사,대덕소프트웨어마이스터고등학교,IT00007399,863 마38ㅌ v.5-2,,,,
잡동사니,에쿠니 가오리,소담출판사,대덕소프트웨어마이스터고등학교,EM00013616,833.6 에876ㅈ,"에쿠니 가오리 장편소설. 10대 소녀와 40대 여성의 상반된 감성을 동시에 그려낸 본격 연애소설이다. 에쿠니 가오리의 소설이 늘 그렇듯, 이번 소설의 주인공들도 스캔들이라고 해도 좋을 정도의 위험한 관계 속에서 격정적인 사랑을 한다.",2013-03-13,https://image.aladin.co.kr/product/2441/91/coversum/8973815571_1.jpg,국내도서>소설/시/희곡>일본소설>1950년대 이후 일본소설
작별인사,김영하,복복서가,대덕소프트웨어마이스터고등학교,IT00015944,813.7 김64ㅈ,"김영하가 『살인자의 기억법』 이후 9 년 만에 내놓는 장편소설 『작별인사』는 그리 멀지 않은 미래를 배경으로, 별안간 삶이 송두리째 뒤흔들린 한 소년의 여정을 좇는다. 유명한 IT 기업의 연구원인 아버지와 쾌적하고 평화롭게 살아가던 철이는 어느날 갑자기 수용소로 끌려가 난생처음 날것의 감정으로 가득한 혼돈의 세계에 맞닥뜨리게 되면서 정신적, 신체적 위기에 직면한다.",2022-05-02,https://image.aladin.co.kr/product/29281/68/coversum/k122837904_2.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
어두운 상점들의 거리,파트릭 모디아노,문학동네,대덕소프트웨어마이스터고등학교,EM00017480,863.6 모28ㅇ,"공쿠르상 수상작이자 파트릭 모디아노의 대표작. 이 작품은 기억상실증에 걸린 한 퇴역 탐정이 자신의 과거를 추적하는 여정을 그린 소설이다. 흥신소의 퇴역 탐정인 작중 화자는 조악한 단서 몇 가지에 의지해 마치 다른 인물의 뒤를 밟듯 낯선 자신의 과거를 추적한다. 소멸한 과거, 잃어버린 삶의 흔적, 악몽 속에서 잊어버린 대전의 경험을 주제로 하여, 그는 프루스트가 말한 존재의 근원으로서 ‘잃어버린 시간’을 특유의 신비하고 몽상적인 언어로 탐색해냈다.",2010-05-17,https://image.aladin.co.kr/product/705/25/coversum/8954610978_2.jpg,국내도서>소설/시/희곡>프랑스소설
아프리카의 별,정미경,문학동네,대덕소프트웨어마이스터고등학교,EM00011646,813.6 정38ㅇ,"장밋빛 인생, 나의 피투성이 연인의 작가 정미경이 오 년 만에 새롭게 써낸 장편소설. ""너를 사로잡고 있는 새는 무엇인가."" 이 존재론적 질문에서 시작된 이야기는 작가의 손목을 낚아채 사막의 어느 뒷골목으로 끌고 갔고, 작가의 손목을 놓지 않은 채 다시 우리에게 저물녘 햇빛과도 같은 그 긴 손을 내민다.",2010-06-23,https://image.aladin.co.kr/product/728/81/coversum/8954611559_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
지나친 살인,아카가와지로,리버스맵,대덕소프트웨어마이스터고등학교,EM00011763,833.6 아872ㅈ,'하야카와家 시리즈' 제2탄. 아카가와 지로의 초기 전작(全作) 장편소설 하야카와家의 이중생활이 발간된 이래 오랜만에 하야카와 일가가 활약하는 회심의 유머 미스터리 작품이다. 어느 날 큰아들 가쓰미에게 동생 마사미를 살해해달라는 의뢰가 들어온 것을 시작으로 하야카와 가족에겐 차례로 위기가 닥친다.,2010-08-09,https://image.aladin.co.kr/product/752/97/coversum/896260213x_1.jpg,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설
숙명,히가시노게이고,창해,대덕소프트웨어마이스터고등학교,EM00011790,833.6 히12ㅅ,"유명 대기업 UR전산의 대표이사가 살해당했다. 장소는 묘지, 흉기는 이전 대표였던 우류 나오아키의 유품인 석궁. 해당 사건을 조사하게 된 형사 와쿠라 유사쿠는 우류 나오아키의 아들이자 의사인 우류 아키히코와 다시 마주치며 기묘한 운명을 느낀다.",2020-05-29,https://image.aladin.co.kr/product/23975/96/coversum/k162639017_1.jpg,국내도서>소설/시/희곡>추리/미스터리소설>일본 추리/미스터리소설
그때 이미 여우는 사냥꾼이었다,헤르타 뮐러,문학동네,대덕소프트웨어마이스터고등학교,EM00011832,853 뮐294ㄱ,"2009년 노벨문학상 수상 작가 헤르타 뮐러의 장편소설. 헤르타 뮐러의 예리한 현실감각과 풍자적인 사회비판, 전체주의에 대한 거센 저항의 의지를 느낄 수 있는 작품이다. 루마니아 차우셰스쿠 독재정권의 마지막 시기를 배경으로 공포와 핍박으로 가득 찬 '잿빛의 시대'를 통렬하게 형상화했다.",2010-07-26,https://image.aladin.co.kr/product/748/22/coversum/8954612032_1.jpg,국내도서>소설/시/희곡>세계의 소설>동유럽소설
바이퍼케이션 1,이우혁,해냄,대덕소프트웨어마이스터고등학교,EM00011836,813.62 이66ㅂ v.1,90년대 초 '하이텔'에 연재한 소설이 열광적인 성원을 얻어 단행본으로 출간되고 850만 부 판매라는 기록을 세운 퇴마록의 작가 이우혁. 평범한 공학도에서 베스트셀러 작가로 거듭나며 한국소설의 기린아로 떠오른 이우혁이 7년 만에 드디어 내놓은 장편소설이다. 사이코패스와 광기를 넘어 존재하는 또다른 힘을 다룬 작품.,2010-08-10,https://image.aladin.co.kr/product/751/0/coversum/8973372599_1.jpg,국내도서>소설/시/희곡>추리/미스터리소설>한국 추리/미스터리소설
난장이가 쏘아올린 작은 공,조세희,이성과 힘,대덕소프트웨어마이스터고등학교,EM00017587,813.6 조53ㄴ c.7,"한국 현대문학의 대표적인 고전으로 평가받는 『난장이가 쏘아올린 작은 공』은 1970년대 난장이로 상징되는 도시 노동자들의 모습을 담고 있다. 개정판에서는 판형과 표지를 새로이 하고, 오늘날의 표기법에 맞게 일부 단어와 문장을 다듬었다.",2024-02-15,https://image.aladin.co.kr/product/33415/76/coversum/8995151226_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설
난장이가 쏘아올린 작은 공,조세희,이성과 힘,대덕소프트웨어마이스터고등학교,EM00017712,813.6 조53ㄴ c.14,"한국 현대문학의 대표적인 고전으로 평가받는 『난장이가 쏘아올린 작은 공』은 1970년대 난장이로 상징되는 도시 노동자들의 모습을 담고 있다. 개정판에서는 판형과 표지를 새로이 하고, 오늘날의 표기법에 맞게 일부 단어와 문장을 다듬었다.",2024-02-15,https://image.aladin.co.kr/product/33415/76/coversum/8995151226_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설
난장이가 쏘아올린 작은 공,조세희,이성과 힘,대덕소프트웨어마이스터고등학교,IT00009527,813.6 조53ㄴ c.18,"한국 현대문학의 대표적인 고전으로 평가받는 『난장이가 쏘아올린 작은 공』은 1970년대 난장이로 상징되는 도시 노동자들의 모습을 담고 있다. 개정판에서는 판형과 표지를 새로이 하고, 오늘날의 표기법에 맞게 일부 단어와 문장을 다듬었다.",2024-02-15,https://image.aladin.co.kr/product/33415/76/coversum/8995151226_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이전 한국소설
1984,조지 오웰,민음사,대덕소프트웨어마이스터고등학교,EM00017623,808 세14 v.77,"민음사에서 조지 오웰 탄생 100주년을 맞아 그의 대표작 <1984>를 새롭게 펴냈다. <1984>는 널리 알려진 바와 같이 전체주의를 비판하는 디스토피아 소설로, 날카로운 풍자와 정치적 함의로 유명하다. '절대 권력은 절대 부패한다'는 명언을 탁월하게 형상화한 작품.",2003-06-16,https://image.aladin.co.kr/product/41/89/coversum/s122531356_2.jpg,국내도서>소설/시/희곡>영미소설
1984,조지 오웰,민음사,대덕소프트웨어마이스터고등학교,EM00017745,808 세14 v.77 c.17,"민음사에서 조지 오웰 탄생 100주년을 맞아 그의 대표작 <1984>를 새롭게 펴냈다. <1984>는 널리 알려진 바와 같이 전체주의를 비판하는 디스토피아 소설로, 날카로운 풍자와 정치적 함의로 유명하다. '절대 권력은 절대 부패한다'는 명언을 탁월하게 형상화한 작품.",2003-06-16,https://image.aladin.co.kr/product/41/89/coversum/s122531356_2.jpg,국내도서>소설/시/희곡>영미소설
동물농장,조지 오웰,더클래식,대덕소프트웨어마이스터고등학교,IT00008803,843 오66ㄷ,1945년에 간행된 조지 오웰의 대표작. 어떤 농장의 동물들이 늙은 돼지 메이저의 부추김에 빠져 농장주의 압제에 대항해 반란을 일으켜 인간의 착취가 없는 '모든 동물이 평등한 이상사회'를 건설한다. 그러나 돼지들이 지도자가 되어 다시 동물들을 압박하기 시작하는데...,1998-08-05,https://image.aladin.co.kr/product/4/6/coversum/s93746005x_3.jpg,국내도서>소설/시/희곡>영미소설
머저리 클럽,최인호,랜덤하우스코리아,대덕소프트웨어마이스터고등학교,IT00003117,813.6 최68ㅁ,"여섯 명의 '악동'을 통해 고등학생 청소년들의 고뇌와 우정, 꿈을 그려낸 성장 소설. 부모 세대의 그릇된 기대와 사회적 제약 속에서 아이들은 끊임없이 일탈과 전복을 꾀한다. 공부와 씨름하는 동안 학교 바깥에서 펼쳐지는 세상을 동경하고, 등굣길에 마주친 이성을 그리워하고, 불투명한 미래에 불안감을 느끼면서도, 지금 자신들이 삶에서 가장 소중한 시간의 마지막을 보내고 있다는 안타까움으로 눈물지으며 성장해 간다.",2008-07-14,https://image.aladin.co.kr/product/235/57/coversum/8925522225_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
머저리 클럽,최인호,랜덤하우스코리아,대덕소프트웨어마이스터고등학교,IT00003119,813.6 최68ㅁ c.3,"여섯 명의 '악동'을 통해 고등학생 청소년들의 고뇌와 우정, 꿈을 그려낸 성장 소설. 부모 세대의 그릇된 기대와 사회적 제약 속에서 아이들은 끊임없이 일탈과 전복을 꾀한다. 공부와 씨름하는 동안 학교 바깥에서 펼쳐지는 세상을 동경하고, 등굣길에 마주친 이성을 그리워하고, 불투명한 미래에 불안감을 느끼면서도, 지금 자신들이 삶에서 가장 소중한 시간의 마지막을 보내고 있다는 안타까움으로 눈물지으며 성장해 간다.",2008-07-14,https://image.aladin.co.kr/product/235/57/coversum/8925522225_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
페스트,알베르 카뮈,민음사,대덕소프트웨어마이스터고등학교,IT00003141,808 세14 v.267,"'민음사 세계문학전집' 267권. 페스트라는 비극의 소용돌이 속에서 현실을 직시하며 의연히 운명과 대결하는 인간의 모습을 다룬 알베르 카뮈의 대표작. 20세기 프랑스 문학이 남긴 기념비적인 작품으로, 2011년 현재까지 외국어 번역을 제외하고 오로지 프랑스어 판만으로 약 500여만 부가 판매되어 이방인을 바로 뒤쫓는 기록을 세우고 있다.",2011-03-25,https://image.aladin.co.kr/product/1126/73/coversum/s937462672_2.jpg,국내도서>소설/시/희곡>프랑스소설
페스트,알베르 카뮈,민음사,대덕소프트웨어마이스터고등학교,IT00003143,808 세14 v.267 c.3,"'민음사 세계문학전집' 267권. 페스트라는 비극의 소용돌이 속에서 현실을 직시하며 의연히 운명과 대결하는 인간의 모습을 다룬 알베르 카뮈의 대표작. 20세기 프랑스 문학이 남긴 기념비적인 작품으로, 2011년 현재까지 외국어 번역을 제외하고 오로지 프랑스어 판만으로 약 500여만 부가 판매되어 이방인을 바로 뒤쫓는 기록을 세우고 있다.",2011-03-25,https://image.aladin.co.kr/product/1126/73/coversum/s937462672_2.jpg,국내도서>소설/시/희곡>프랑스소설
완전한 행복,정유정,은행나무,대덕소프트웨어마이스터고등학교,IT00013298,813.7 정66ㅇ,"버스도 다니지 않는 버려진 시골집에서 늪에 사는 오리들을 먹이기 위해 오리 먹이를 만드는 한 여자의 뒷모습에서 시작된다. 그녀와 딸, 그리고 그 집을 찾은 한 남자의 얼굴을 비춘다. 얼굴을 맞대고 웃고 있지만 그들이 추구하는 서로 다른 행복은 서서히 불협화음을 만들어낸다.",2021-06-08,https://image.aladin.co.kr/product/27225/29/coversum/k432732398_3.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
파친코 1,이민진,문학사상사,대덕소프트웨어마이스터고등학교,IT00013351,843 이38ㅍ v.1 c.2,"4대에 걸친 재일조선인 가족의 이야기를 그린 세계적 베스트셀러, 이민진 작가의 장편소설 《파친코》가 인플루엔셜에서 새로운 번역으로 출간되어 한국 독자들과 만난다. 《파친코》는 재미교포 1.5세인 이민진 작가가 30년에 달하는 긴 세월에 걸쳐 집필한 대하소설이다.
",2022-07-27,https://image.aladin.co.kr/product/29496/39/coversum/s382931339_2.jpg,국내도서>소설/시/희곡>영미소설
엄마의 엄마,스즈키 루리카,놀,대덕소프트웨어마이스터고등학교,IT00016887,833.6 루298ㅇ,세상의 모든 엄마와 딸을 위한 감동 소설. “벌레든 동물이든 괜찮으니까 다시 태어나도 엄마의 딸이었으면 좋겠어.”,2022-05-30,https://image.aladin.co.kr/product/29548/21/coversum/k542837152_1.jpg,국내도서>청소년>청소년 문학>청소년 소설
꿀벌의 예언 1,베르나르 베르베르,열린책들,대덕소프트웨어마이스터고등학교,IT00016888,863 베297ㄲ v.1,꿀벌이 사라지고 인류 멸종의 위기가 닥친 30년 뒤의 지구를 목격한 르네는 미래를 바꾸기 위해 시공간을 넘나드는 모험을 떠난다. 인류를 구할 방법이 적힌 고대의 예언서 꿀벌의 예언을 찾아 과거와 미래를 오가는 르네와 그 일행은 과연 예언서를 찾아 지구를 구할 수 있을까?,2023-06-20,https://image.aladin.co.kr/product/31877/64/coversum/8932923418_2.jpg,국내도서>소설/시/희곡>과학소설(SF)>외국 과학소설
아주 희미한 빛으로도,최은영,문학동네,대덕소프트웨어마이스터고등학교,IT00016890,813.7 최67ㅇ,"‘함께 성장해나가는 우리 세대의 소설가’를 갖는 드문 경험을 선사하며 동료 작가와 평론가, 독자 모두에게 특별한 이름으로 자리매김한 최은영의 세번째 소설집. 이번 소설집은 이전 작품들에 담긴 문제의식을 한층 더 깊고 날카로운 시선으로 이어나간다.",2023-08-07,https://image.aladin.co.kr/product/32129/40/coversum/s672937436_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
강산무진,김훈,문학동네,대덕소프트웨어마이스터고등학교,EM00009197,813.6 김96ㄱ,"김훈의 첫 소설집. 2003년 여름부터 2006년 봄 사이에 쓴 단편들을 묶었다. 첫 단편이자 이상문학상 수상작인 '화장', 2005년 황순원 문학상을 수상한 '언니의 폐경'을 포함하여 모두 여덟 편의 소설이 수록되어 있다. <빗살무늬토기의 추억>, <칼의 노래>, <현의 노래> 등 앞서 발표한 장편소설들 달리, <강산무진>에 실린 단편들은 당대를 대상으로 한 소설적 상상력을 보여준다.",2006-04-17,https://image.aladin.co.kr/product/64/31/coversum/8954601383_2.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
나는 여기가 좋다,한창훈,문학동네,대덕소프트웨어마이스터고등학교,EM00011258,813.6 한82ㄴ c.2,"한창훈의 다섯번째 소설집. 바다와 섬에서 살아가는 서민들의 삶을 진솔하게 그린 여덟 편의 단편을 묶었다. 작가는 근본적인 선량함을 간직하고 있는 인물들과 그들의 맛깔스러운 사투리, 곳곳에 드러나는 해학적인 장면들과 작품 전체를 관통하는 따스한 온기를 통해 어둡고 힘든 현실을 오히려 밝고 따뜻하게 풀어낸다.",2009-01-28,https://image.aladin.co.kr/product/317/5/coversum/8954607616_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
달려라  아비,김애란,창비,대덕소프트웨어마이스터고등학교,EM00009302,813.6 김63ㄷ,"스물다섯의 나이로 등단해 각종 상을 최연소로 휩쓸고, 문단은 물론 두터운 독자층의 사랑을 듬뿍 받아온 김애란의 첫 소설집 달려라, 아비가 새롭게 단장한 모습으로 돌아왔다.",2019-09-25,https://image.aladin.co.kr/product/20899/80/coversum/8936438026_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
달려라  아비,김애란,창비,대덕소프트웨어마이스터고등학교,EM00011780,813.6 김63ㄷ c.2,"스물다섯의 나이로 등단해 각종 상을 최연소로 휩쓸고, 문단은 물론 두터운 독자층의 사랑을 듬뿍 받아온 김애란의 첫 소설집 달려라, 아비가 새롭게 단장한 모습으로 돌아왔다.",2019-09-25,https://image.aladin.co.kr/product/20899/80/coversum/8936438026_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
달콤한 호두과자,크리스티나 진,예담,대덕소프트웨어마이스터고등학교,EM00009304,814.6 진877ㄷ,제13회 MBC창작동화대상에서 <아무도 모르는 들꽃 여행>으로 대상을 수상하면서 등단한 크리스티나 진의 성장소설. 아버지가 돌아가신 뒤 엄마와 단둘이 '달콤한 호두과자' 가게를 운영하며 호두과자 만드는 법을 배우는 마로가 소설의 주인공이다. 호두과자를 통해 가족에 대한 소중함을 일깨우는 이야기를 담고 있다.,2009-01-05,https://image.aladin.co.kr/product/300/69/coversum/8959133558_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
 신경숙 장편소설 리진 1,신경숙,문학동네,대덕소프트웨어마이스터고등학교,EM00009336,813.6 신14ㄹ v.1,,,,
당신의 조각들,타블로,문학동네,대덕소프트웨어마이스터고등학교,EM00011020,813.6 타47ㄷ c.2,타블로의 소설집 당신의 조각들 영문판. 번역과정에서 일부 살리지 못한 타블로만의 번뜩이는 문장과 분위기를 있는 그대로 담았다. 이번 영문판에는 '스트로베리 필즈 포에버' '휴식' '쥐' '우리들 세상의 벽' '안단테' 등 당신의 조각들에 등장하는 소설 10편이 모두 실려 있다.,2009-02-03,https://image.aladin.co.kr/product/311/2/coversum/8954607578_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
대학로 좀비 습격사건,구현,Human & books,대덕소프트웨어마이스터고등학교,EM00009314,813.6 구94ㄷ,"구현의 첫 번째 장편소설. 좀비라는 소재와 대학로라는 공간적 배경을 결합시켜 만든 소설로, 대학로에 좀비 떼가 나타나면서 벌어진 일대 난동극을 그리고 있다. 좀비 소설 고유의 잔인한 공포와 하드고어적인 살육 과정에 집중하는 대신, 기상천외한 상상력과 곳곳에 배치한 유머의 장치들로 블랙코미디를 지향하는 작품이다.",2009-01-25,https://image.aladin.co.kr/product/316/52/coversum/8960780588_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
두 여자 사랑하기,빌헬름 게나찌노,창비,대덕소프트웨어마이스터고등학교,EM00009328,853 게192ㄷ,두 여자를 동시에 사랑하는 주인공의 심리적 갈등을 능청스럽고 재기발랄한 유머 감각으로 그려낸 장편소설. 규격화된 현대 문명 속에서 규칙과 질서로 환원할 수 없는 사랑의 본질을 포착한 작품이다. 2004년 게오르크 뷔히너 상을 수상한 독일 작가 빌헬름 게나찌노는 <두 여자 사랑하기>로 국내에 처음 소개된다.,2006-06-30,https://image.aladin.co.kr/product/66/73/coversum/8936471155_1.jpg,국내도서>소설/시/희곡>독일소설
문법은 아름다운 노래,에릭 오르세나,media2.0,대덕소프트웨어마이스터고등학교,EM00009360,863 오297ㅁ,"아카데미 프랑세즈 회원이자 공쿠르 상 수상자, 미테랑 대통령의 연설문 대필자를 지낸 '프랑스의 지성' 에릭 오르세나. 그가 현대 언어 교육을 유쾌하게 풍자하는 한 편의 소설을 썼다. 효율이라는 이름 하에 망가지는 언어의 위기를 날카롭게 포착함과 동시에, 언어를 풍요롭고 올바르게 가꾸기 위한 대안을 제시한다.",2006-08-30,https://image.aladin.co.kr/product/68/14/coversum/8990739454_1.jpg,국내도서>소설/시/희곡>프랑스소설
밤은 노래한다,김연수,문학과지성사,대덕소프트웨어마이스터고등학교,EM00009761,813.6 김64ㅂ c.3,김연수의 세번째 역사소설. 역사의 소용돌이로부터 한 발 떨어진 채 일상을 살아가던 한 남자가 어느 날 연인이 죽기 직전 보내온 한 장의 편지를 받으면서 역사의 한가운데로 걸어들어가게 되는 밤은 노래한다는 우리를 1930년대 초반 북간도로 이끈다.,2016-04-17,https://image.aladin.co.kr/product/7492/7/coversum/8954640176_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
밤은 노래한다,김연수,문학과지성사,대덕소프트웨어마이스터고등학교,EM00010775,813.6 김64ㅂ c.4,김연수의 세번째 역사소설. 역사의 소용돌이로부터 한 발 떨어진 채 일상을 살아가던 한 남자가 어느 날 연인이 죽기 직전 보내온 한 장의 편지를 받으면서 역사의 한가운데로 걸어들어가게 되는 밤은 노래한다는 우리를 1930년대 초반 북간도로 이끈다.,2016-04-17,https://image.aladin.co.kr/product/7492/7/coversum/8954640176_1.jpg,국내도서>소설/시/희곡>한국소설>2000년대 이후 한국소설
베니스의 개성상인 1  물의 도시로,오세영,예담출판사,대덕소프트웨어마이스터고등학교,EM00009385,813.6 오54ㅂ v.1,"16세기에 유럽에 실재했던 안토니오 코레아라는 인물이 주인공으로 등장하는 소설이다. 조선인으로 알려진 안토니오 코레아가 16세기 유럽을 무대로 진정한 상도를 실천하며 무궁한 활약을 펼치는 내용인데, 사실과 허구의 결합, 팩트와 픽션이 교차하면서 스토리를 이끄는 형식으로 역사소설 중에서 팩션에 해당한다.",2023-02-20,https://image.aladin.co.kr/product/30882/14/coversum/8976045084_1.jpg,국내도서>소설/시/희곡>역사소설>한국 역사소설
베니스의 개성상인 2  한복을 입은 남자,오세영,예담출판사,대덕소프트웨어마이스터고등학교,EM00009386,813.6 오54ㅂ v.2,"16세기에 유럽에 실재했던 안토니오 코레아라는 인물이 주인공으로 등장하는 소설이다. 조선인으로 알려진 안토니오 코레아가 16세기 유럽을 무대로 진정한 상도를 실천하며 무궁한 활약을 펼치는 내용인데, 사실과 허구의 결합, 팩트와 픽션이 교차하면서 스토리를 이끄는 형식으로 역사소설 중에서 팩션에 해당한다.",2023-02-20,https://image.aladin.co.kr/product/30882/22/coversum/8976045092_1.jpg,국내도서>소설/시/희곡>역사소설>한국 역사소설
붉은 브라질,장 크리스토프 뤼팽,작가정신,대덕소프트웨어마이스터고등학교,EM00009397,863 뤼893ㅂ,"2001년 프랑스 공쿠르 상을 받은 장편소설 <붉은 브라질>이 출간되었다. 프랑스의 브라질 침략에 관한 실화와 전설을 솜씨 좋게 버무린 이 소설은, 16세기 중반 브라질 과나바라 만에서 일어난 음모와 배반, 광신과 잔학의 역사를 이야기한다. 인간과 자연, 유럽 문명과 인디오 세계의 대립을 역동적으로 되살리며 야욕과 좌절, 모험과 공포, 긴장과 흥분으로 가득했던 500년 전 브라질 정글 속으로 이끄는 작품.",2005-09-10,https://image.aladin.co.kr/product/58/33/coversum/8972882593_1.jpg,국내도서>소설/시/희곡>프랑스소설
